timestamp,P_hat,signal,close
2023-04-01 20:00:00,0.5224,BUY,28447.7
2023-04-01 21:00:00,0.5349,BUY,28481.0
2023-04-01 22:00:00,0.5478,BUY,28516.1
2023-04-02 03:00:00,0.5285,BUY,28474.5
2023-04-02 05:00:00,0.5239,BUY,28470.4
2023-04-02 06:00:00,0.5203,BUY,28463.3
2023-04-03 08:00:00,0.5777,BUY,28333.5
2023-04-03 09:00:00,0.5749,BUY,28331.7
2023-04-03 10:00:00,0.5639,BUY,28303.5
2023-04-03 11:00:00,0.5456,BUY,28251.5
2023-04-03 13:00:00,0.5429,BUY,28259.9
2023-04-04 06:00:00,0.5394,BUY,28078.7
